"VAR_0001","VAR_0002","VAR_0003","VAR_0065","VAR_0070","VAR_0085","VAR_0136","VAR_0198","VAR_0211","VAR_0224","VAR_0238","VAR_0241","VAR_0268","VAR_0272","VAR_0273","VAR_0274","VAR_0281","VAR_0292","VAR_0294","VAR_0298","VAR_0302","VAR_0312","VAR_0314","VAR_0318","VAR_0323","VAR_0330","VAR_0337","VAR_0504","VAR_0513","VAR_0515","VAR_0539","VAR_0543","VAR_0549","VAR_0554","VAR_0560","VAR_0578","VAR_0582","VAR_0607","VAR_0608","VAR_0610","VAR_0612","VAR_0649","VAR_0654","VAR_0704","VAR_0707","VAR_0710","VAR_0711","VAR_0715","VAR_0719","VAR_0794","VAR_0805","VAR_0806","VAR_0809","VAR_0849","VAR_0852","VAR_0853","VAR_0854","VAR_0857","VAR_0870","VAR_0879","VAR_0880","VAR_0882","VAR_0884","VAR_0885","VAR_0887","VAR_0891","VAR_0895","VAR_0908","VAR_0916","VAR_0917","VAR_0918","VAR_0919","VAR_0920","VAR_0967","VAR_0969","VAR_1021","VAR_1087","VAR_1088","VAR_1119","VAR_1126","VAR_1127","VAR_1130","VAR_1135","VAR_1149","VAR_1150","VAR_1247","VAR_1257","VAR_1320","VAR_1328","VAR_1397","VAR_1494","VAR_1529","VAR_1530","VAR_1566","VAR_1746","VAR_1747","VAR_1749","VAR_1790","VAR_1934","VAR_0073"
"H",168,168,1,0,1,0,54,NA,1,1,60107,0,472,447,"IL",2,0,2011,213000,158,0,2011,213000,155,0,0.67,0,1,0,0,2000,998,10,8,127,1,100,70,100,5,999999996,999999997,2023,95,-99999,0,0,2,7,1,1,-99999,5,19,27,27,-99999,5,8,100,-99999,100,100,2023,-99999,2023,-99999,6,0,0,0,0,997,1,96,2000,254400,68,32,100,1793,28,105,76,0,1,2000,101,998,999999997,9996,127,1,0,999999997,1,1,"BRANCH",NA
"R",36,38,16,16,11,4,56,NA,1,17,27406,0,509,497,"NC",2,1,2011,123355,37,1,2011,123355,10,0,0,0,1,0,0,28410,998,2,14,10,3,5180,5330,5445,321,12780,999999994,3131,62,-99999,2,3,3,32,3,3,-99999,1,2,0,0,55,2,23,61,25,21,38,2088,-99999,1462,17040,30,0,0,0,25,998,7,6,28410,200283,42,46,33,4697,1,94,80,0,30,2233,994,997,19640,69,132,5,1,2600,400,3,"IAPS",8.73736e+017
"R",36,36,1,0,3,0,45,NA,1,4,14810,0,376,340,"NY",2,0,2007,67839,39,0,2007,67839,27,-1,0,0,1,-1,3,1452,400,8,2,9998,3,50,15,50,10,999999996,999999996,427,81,-99999,-99999,-99999,0,19,2,1,-99999,0,-99999,7,7,-99999,20,21,88,-99999,88,100,427,-99999,485,-99999,14,78,1480,1402,6837,998,3,0,1452,6420,18,82,27,460,3,45,68,0,1,484,994,998,999999996,9996,113,1,98,999999998,998,3,"IAPS",NA
"R",73,30,1,0,1,0,26,NA,1,1,13126,1,301,277,"NY",2,0,2011,52363,87,0,2011,52363,63,-1,0.86,0,0,0,0,88600,998,6,3,35,5,28,0,216,3,3319,999999994,10436,63,-99999,0,0,1,4,1,3,-99999,12,23,46,46,46,35,27,98,61,68,88,9132,31327,1131,8789,3,0,0,0,0,998,4,1,88600,7130,84,12,100,1671,46,61,74,0,1,3480,994,998,35460,9996,97,0,0,999999997,1,4,"IAPS",NA
"R",247,0,1,0,1,0,67,NA,1,1,92683,0,311,299,"CA",2,1,2012,0,123,1,2012,0,91,-1,0,0,0,-1,0,34000,998,9996,96,3,1,200,83,200,5,29500,999999994,16699,89,-99999,-99999,-99999,0,0,1,2,-99999,4,-99999,-99999,-99999,-99999,4,11,98,-99999,96,100,16699,-99999,4072,30000,0,0,0,0,0,998,1,96,34000,0,100,0,100,1324,9996,88,9994,0,1,4000,994,0,30000,9996,110,2,0,999999997,1,1,"BRANCH",NA
"H",82,120,3,0,1,0,33,NA,1,3,15042,0,356,320,"PA",2,0,2012,66939,75,0,2012,66939,59,-1,0,0,1,71,0,43544,998,9996,96,29,2,763,357,1263,12,1609,999999994,4613,68,-99999,0,0,1,0,4,2,-99999,3,22,-99999,-99999,-99999,5,31,72,89,90,100,4613,-99999,1898,29144,0,0,0,0,0,998,6,96,43544,0,100,0,100,1372,9996,71,9994,0,1,3250,994,0,35644,9996,143,4,0,1609,1,5,"IAPS",8.16568e+017
"H",349,49,1,0,1,0,44,NA,1,1,29693,0,398,373,"SC",2,0,2011,0,214,0,2011,0,21,90000,0,0,1,4,0,50948,1,9996,96,25,1,150,155,275,6,7848,999999994,5696,70,-99999,0,0,1,1,1,0,-99999,2,18,9,-99999,-99999,2,23,53,15,36,100,4431,12942,3978,14448,1,0,0,0,0,1,4,1,50948,0,96,4,89,1542,9996,67,7,0,1,6500,0,998,31248,9996,121,1,0,13130,1,0,"BRANCH",NA
"H",87,0,4,1,1,0,60,NA,3,4,64133,1,545,520,"KS",2,1,2010,152580,90,1,2010,152580,79,0,1.14,1,0,0,0,236648,998,4,29,1,2,110,70,348,7,4774,999999994,24423,67,-99999,2,2,2,3,2,5,-99999,0,0,9,9,36,1,42,93,-99999,57,71,24423,178606,1135,34774,2,0,0,0,0,998,5,6,236648,0,63,4,100,1755,8,69,88,0,30,1850,72,3,44774,9,108,1,0,10000,1,2,"IAPS",8.6326e+017
"H",630,0,1,0,1,0,63,NA,1,1,34475,2,603,578,"AL",2,1,-1,0,274,1,-1,0,164,-1,0,0,0,0,0,67801,998,10,3,33,1,100,21,100,6,1185,999999994,8911,78,-99999,1,1,3,0,1,1,1,0,0,63,63,-99999,12,25,55,0,69,100,7638,21874,3138,-99999,1,250,250,0,250,997,5,96,67801,250,94,3,100,3047,60,91,10,0,1,500,994,998,2191,9996,130,0,0,1185,1,1,"BRANCH",NA
"R",337,193,4,0,1,0,43,86,1,4,43420,1,362,326,"OH",2,1,-1,0,274,1,-1,0,138,-1,0,0,0,0,0,11183,998,9996,96,19,1,120,61,120,6,1379,999999994,1978,60,-99999,3,4,7,0,2,4,0,0,0,-99999,-99999,-99999,2,63,77,94,66,100,1978,-99999,2388,-99999,0,0,0,0,0,1,5,96,11183,0,100,0,100,1173,9996,62,9994,0,1,2500,994,0,1379,9996,108,0,0,1379,1,3,"BRANCH",NA
"R",156,194,1,0,1,0,40,NA,1,1,53149,0,498,474,"WI",2,0,-1,0,159,0,-1,0,164,0,2.69,0,1,-1,0,5550,400,59,1,110,7,107,21,265,4,999999996,999999997,862,109,-99999,-99999,-99999,0,2,6,1,-99999,1,-99999,21,37,-99999,29,64,87,-99999,87,100,862,-99999,995,-99999,1,0,731,731,731,998,7,0,5550,1348,86,7,91,1359,64,103,81,0,400,793,994,997,999999997,9996,183,0,0,999999997,1,7,"BRANCH",NA
"R",5,160,4,2,2,1,31,149,1,5,23803,0,309,285,"VA",2,0,-1,0,4,0,-1,0,1,-1,0,0,1,36,0,22907,400,2,17,85,97,0,999999996,0,996,4536,999999994,4590,47,-99999,2,3,3,7,0,1,-99999,0,5,3,3,10,6,25,72,-99999,67,75,4590,-99999,7000,-99999,6,894,894,894,1049,998,4,0,22907,1289,53,24,71,737,5,42,38,999999997,1,999999997,997,998,15907,9996,85,1,0,14762,60,1,"IAPS",8.98233e+017
"H",204,0,2,0,2,0,77,3,1,2,40437,3,934,740,"KY",2,1,2010,0,190,1,2010,0,1,-1,0,0,0,0,0,141653,1,9996,96,14,2,250,10,250,3,812,999999994,15851,134,-99999,1,1,2,5,1,0,-99999,1,1,12,-99999,-99999,17,38,67,-99999,42,100,13587,61763,16967,13641,1,0,332,332,332,1,4,96,141653,342,94,6,100,2072,9996,129,24,0,1,14467,994,0,16253,9996,189,0,0,812,1,1,"CSC",NA
"R",3,4,20,52,7,2,26,NA,11,62,44102,0,309,285,"OH",2,0,2012,0,25,0,2012,0,1,45000,0,1,0,-1,0,800,998,2,4,9998,2,60,71,116,17,999999996,999999996,425,71,-99999,7,10,11,12,2,2,-99999,2,2,9,45,-99999,3,40,100,-99999,100,100,425,-99999,425,-99999,8,0,0,0,4803,996,2,1,800,6452,33,67,43,406,37,38,62,0,1,400,88,998,999999996,43,90,4,0,999999996,1,2,"BRANCH",8.9696e+017
"R",701,999,1,0,1,0,59,NA,1,1,71261,0,541,529,"LA",1,0,2012,0,5,0,-1,0,1,0,0,0,1,26,1,1020,998,4,96,9998,98,999999998,999999998,999999998,998,272,999999994,814,20,-99999,5,7,8,5,-99999,2,-99999,1,1,1,1,-99999,2,0,84,-99999,-99999,100,814,-99999,-99999,-99999,1,0,470,470,470,1,98,96,1020,470,75,25,100,35,9996,4,24,999999998,998,999999998,998,998,1020,9996,6,1,0,952,1,98,"BRANCH",NA
"R",7,20,1,0,1,0,23,NA,1,1,95678,0,288,264,"MA",2,0,2012,427500,7,0,2012,427500,8,-1,0,1,0,-1,0,121980,998,9996,96,10,2,1000,1004,1050,34,36387,999999994,14429,29,-99999,-99999,-99999,0,0,0,4,-99999,4,-99999,-99999,-99999,-99999,4,75,95,-99999,35,100,14429,-99999,3701,22415,0,0,0,0,0,998,2,96,121980,0,100,0,100,298,9996,30,9994,0,1,2549,3,0,110883,9996,59,3,98,999999998,998,0,"IAPS",NA
"R",999,36,5,0,1,0,37,NA,1,6,48038,0,304,292,"MI",2,0,2011,168294,156,0,2011,168294,34,-1,0,0,0,3,1,2380,400,3,14,63,2,584,958,998,114,999999996,999999997,605,88,-99999,1,1,2,13,2,2,-99999,5,5,0,0,7,14,22,64,-99999,96,33,605,-99999,639,-99999,7,873,1942,1942,4661,998,2,1,2380,3384,46,46,29,798,4,117,50,0,1,400,994,998,999999997,48,148,7,0,999999997,1,2,"IAPS",8.34107e+017
"R",57,165,1,0,1,0,47,NA,1,1,32931,0,571,535,"PA",2,0,2011,240150,48,0,2011,240150,-1,-1,-1,0,1,-1,0,24755,998,6,96,11,6,62,7,363,3,8313,999999994,1903,81,1,0,0,3,1,7,6,-99999,0,14,46,46,-99999,6,90,77,-99999,73,91,1903,-99999,1672,9705,0,0,0,0,0,997,9,1,24755,0,93,0,100,1048,44,71,9994,0,1,1442,994,997,9705,9996,157,1,0,999999997,1,7,"BRANCH",NA
"R",25,133,27,27,11,5,33,204,11,34,37411,0,407,383,"TN",2,0,2012,95000,189,0,2012,95000,72,-1,0,0,1,-1,0,9630,400,25,2,47,4,45,43,165,9,5,999999994,1356,36,1,6,13,21,4,4,7,-99999,0,0,17,53,53,1,57,84,-99999,79,100,1233,-99999,480,-99999,3,0,184,0,765,1,6,0,8702,824,82,18,88,684,53,38,79,0,1,475,94,0,6802,9996,155,5,0,5919,1,4,"BRANCH",8.98928e+017
"R",13,0,2,0,2,1,66,NA,1,2,98112,0,618,606,"FL",2,0,-1,0,12,0,-1,0,13,600000,2.14,0,0,-1,0,1750,998,10,10,127,4,100,211,300,19,999999996,999999997,496,102,-99999,-99999,-99999,0,5,4,4,-99999,10,-99999,1,1,-99999,21,67,113,-99999,113,25,496,-99999,438,-99999,9,0,102,0,503,998,4,2,1750,477,28,50,75,970,4,150,56,0,60,438,994,998,999999997,9996,127,3,98,999999998,998,3,"IAPS",9.07871e+017
"H",72,24,1,0,1,0,53,NA,1,1,36022,1,502,478,"AL",2,1,2012,0,58,1,2012,0,1,-1,0,0,0,0,0,82500,998,9996,96,92,5,150,35,150,3,999999996,999999997,9550,91,-99999,1,1,1,0,2,1,-99999,1,1,35,35,-99999,1,36,47,-99999,40,100,6822,-99999,15050,-99999,0,0,0,0,0,998,4,96,71600,0,100,0,100,2309,9996,125,9994,0,1,13800,994,997,999999997,9996,126,0,98,999999998,998,1,"CSC",NA
"H",111,44,1,0,1,0,41,NA,1,1,78840,0,441,417,"TX",2,0,2010,0,98,0,2010,0,60,0,1.03,1,0,-1,0,24897,400,16,11,1,2,100,130,329,10,16226,999999994,2397,77,1,2,2,2,9,4,4,-99999,0,1,14,19,69,1,41,93,79,77,75,2397,-99999,429,16226,8,1883,1883,1883,6283,997,11,1,22697,7054,83,12,71,4063,43,75,67,0,1,600,97,998,18492,9996,153,3,0,2266,1,5,"BRANCH",NA
"R",51,104,1,0,1,0,58,NA,1,1,17702,0,516,492,"PA",2,0,-1,0,53,0,-1,0,3,-1,0,0,1,-1,0,31041,998,16,8,6,4,500,938,1054,39,12824,999999994,2948,77,-99999,0,2,6,0,0,1,-99999,8,9,-99999,-99999,-99999,6,56,57,-99999,30,100,2527,-99999,2931,13201,0,0,0,0,0,996,7,2,30501,0,91,0,100,2221,64,85,9994,0,1,1875,85,998,13201,9996,144,0,0,999999996,1,1,"BRANCH",NA
"R",1,406,1,0,1,0,54,NA,1,1,40207,0,497,485,"KY",-1,0,-1,0,12,0,-1,0,1,0,1.02,0,1,-1,0,4660,998,5,1,28,2,60,71,130,10,1475,999999994,728,79,-99999,1,3,4,8,2,0,-99999,2,2,0,0,54,12,43,57,-99999,82,20,728,-99999,544,-99999,4,0,0,0,370,1,3,3,4660,405,44,17,100,1348,7,78,70,0,30,663,994,997,3235,9996,116,1,0,1475,30,2,"BRANCH",NA
"R",36,228,1,0,1,0,53,NA,1,1,35010,1,468,443,"AL",2,1,-1,0,16,1,-1,0,14,-1,0,1,0,0,0,18518,998,2,3,5,97,999999997,999999997,999999997,997,14720,999999994,6120,43,-99999,-99999,-99999,0,7,-99999,3,-99999,7,-99999,9,9,-99999,1,0,96,-99999,-99999,100,6120,-99999,-99999,15300,1,0,130,0,130,998,96,1,18518,130,50,13,50,192,6,25,18,999999997,997,999999997,997,998,18518,9996,51,0,0,2996,60,97,"BRANCH",NA
"R",2,51,1,0,1,0,37,NA,1,1,18103,0,417,393,"NC",2,0,-1,0,1,0,-1,0,1,0,1.08,0,1,84,0,98602,998,7,47,65,1,50,0,50,3,3516,999999994,4449,89,-99999,0,1,1,1,2,5,-99999,11,11,4,4,-99999,19,25,90,94,91,86,4449,-99999,6242,-99999,1,0,0,0,30,998,5,2,98602,45,87,3,91,2337,0,79,38,0,30,15700,994,998,79728,9996,183,1,98,999999998,998,2,"BRANCH",NA
"R",1,29,1,0,1,0,23,NA,1,1,71104,0,242,217,"NY",2,0,2011,0,13,0,2011,0,13,-1,0,0,0,-1,0,3921,400,3,5,24,1,0,999999996,0,996,1803,999999994,1204,29,-99999,-99999,-99999,0,1,1,1,-99999,0,-99999,8,8,-99999,1,50,85,-99999,64,0,1204,-99999,872,-99999,2,285,285,285,285,998,3,2,3921,2285,50,25,80,196,7,29,25,0,30,500,994,3,2286,9996,24,3,0,1803,1,1,"BRANCH",NA
"H",438,102,1,0,1,0,49,NA,1,2,46312,1,421,385,"IN",2,1,2011,0,322,1,2011,0,239,-1,0,0,0,0,0,23537,998,9996,96,20,97,25,0,25,8,2285,999999994,13338,46,-99999,2,2,5,12,0,2,-99999,1,1,5,-99999,-99999,2,50,94,57,41,100,11432,30807,352,5059,0,0,0,0,0,1,1,96,23537,0,100,0,100,296,9996,54,9994,999999997,997,999999997,997,998,23037,9996,136,2,0,16090,1,0,"BRANCH",NA
"H",81,999,1,0,1,0,45,NA,1,1,48854,0,351,327,"MI",2,0,-1,0,80,0,-1,0,76,-1,0,0,0,48,0,145487,998,4,1,20,11,113,145,445,4,53200,999999994,7657,73,-99999,0,3,3,1,3,3,0,4,7,44,44,44,4,44,76,0,39,100,6381,52689,2166,21914,1,0,0,0,0,998,15,96,145487,0,98,0,100,2888,43,74,48,0,1,1731,33,0,117433,9996,109,2,0,53200,1,6,"IAPS",NA
"R",11,55,4,0,2,0,23,9,1,4,60624,0,298,262,"IL",2,0,2011,0,10,0,2011,0,1,-1,0,0,1,-1,0,57979,90,21,1,20,2,100,55,170,11,28922,999999994,6217,45,-99999,1,2,2,4,2,10,-99999,0,0,2,2,2,22,75,105,84,81,62,6217,-99999,634,24764,4,17022,17022,17022,17022,998,3,5,57979,4993,40,10,89,430,11,32,44,0,1,500,994,998,56279,9996,67,1,98,999999998,998,2,"IAPS",8.54428e+017
"R",81,405,1,0,1,0,62,NA,1,1,49120,1,569,545,"NY",2,1,-1,0,58,1,-1,0,1,-1,0,0,0,0,0,27585,998,5,1,60,3,200,178,200,27,2024,0,1245,64,-99999,0,1,1,2,2,2,-99999,1,11,10,10,29,1,24,49,-99999,80,100,1245,-99999,948,10332,1,0,0,0,0,998,5,2,21985,0,79,0,90,1654,10,72,38,0,30,983,92,0,13034,9996,122,3,0,999999997,1,3,"BRANCH",NA
"H",512,0,3,0,1,0,70,309,1,3,24598,1,666,641,"SC",2,1,-1,0,182,1,-1,0,1,-1,0,0,0,0,0,122247,998,297,96,3,2,200,167,200,6,15136,999999994,21195,119,0,2,5,6,1,0,3,-99999,1,1,51,51,-99999,5,25,87,0,37,100,17663,78592,3833,8889,0,0,0,0,0,997,5,1,122247,0,95,0,100,2481,49,111,9994,0,1,3625,45,998,24497,9996,183,1,0,15136,1,0,"BRANCH",NA
"H",36,0,15,32,18,3,45,NA,11,241,16738,1,468,443,"PA",2,0,2012,0,35,0,2012,0,23,-1,0,0,0,0,4,1165,998,1,9,92,0,999999996,999999996,999999996,996,868,999999994,-99999,51,-99999,0,0,2,35,-99999,-99999,-99999,0,20,3,9,34,18,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,36,5120,6852,5348,21816,998,1,1,1165,19763,10,85,8,869,32,49,36,0,400,999999996,996,997,1165,21,124,4,1,868,400,0,"IAPS",8.97654e+017
"R",12,60,1,0,1,0,24,NA,1,1,28326,0,271,234,"PA",2,0,-1,0,8,0,-1,0,7,0,1.06,1,1,18,3,20781,400,2,8,21,0,0,999999996,0,996,1326,999999994,3490,37,-99999,2,2,3,16,0,1,-99999,0,2,0,0,0,2,13,80,-99999,36,50,3490,-99999,500,12060,15,3886,8922,8499,12278,998,2,3,20781,9540,37,41,42,829,0,29,42,0,0,999999996,996,0,20281,9996,51,5,0,4394,120,0,"BRANCH",NA
"H",72,180,1,0,1,0,41,NA,1,1,60155,1,424,388,"IL",2,1,2011,251896,134,1,2011,251896,10,-1,0,0,0,0,1,413376,998,4,20,18,1,215,491,565,46,999999996,999999997,69165,82,-99999,1,1,5,10,1,2,-99999,0,0,1,1,9,9,13,102,45,53,25,51874,206686,551,-99999,18,147964,148538,147726,149527,997,11,5,407394,4304,56,24,60,4627,8,111,40,0,30,1005,994,998,999999997,9996,148,2,0,999999997,1,2,"BRANCH",NA
"H",106,130,26,68,1,0,48,NA,1,112,77880,0,424,400,"TX",-1,0,-1,0,98,0,2011,0,36,-1,0,1,1,41,5,32830,998,2,1,46,97,0,999999996,0,996,15968,999999994,13553,57,-99999,0,1,1,20,0,1,-99999,2,7,1,1,-99999,7,0,59,-99999,0,100,9035,-99999,1000,44798,24,896,2271,1850,7366,996,2,0,32830,10788,33,64,20,1243,0,72,44,999999997,997,999999997,997,998,31830,38,86,4,6,250,400,0,"BRANCH",8.54654e+017
"H",46,70,1,0,1,0,38,NA,1,1,85730,0,473,461,"CA",2,0,2011,176500,38,0,2011,176500,38,-1,0,0,1,29,0,158908,998,9996,96,13,5,55,39,169,6,20530,999999994,13599,37,-99999,0,1,2,0,6,2,-99999,5,12,-99999,-99999,-99999,6,90,94,-99999,69,100,13599,124968,703,23128,0,0,0,0,0,997,9,96,158908,0,100,0,100,774,9996,38,9994,0,1,572,994,0,23128,9996,169,2,0,999999997,1,6,"BRANCH",NA
"R",2,55,4,0,1,0,30,197,1,4,37932,0,299,287,"MD",2,0,2012,0,1,0,2012,0,1,112900,1.29,1,0,-1,4,59653,400,11,32,2,1,30,0,155,6,19,18631,6798,65,-99999,2,5,8,9,1,3,-99999,2,5,2,2,57,2,9,100,-99999,103,100,6798,-99999,500,30592,11,3135,3384,3135,3384,1,3,1,55653,46298,60,30,77,1841,2,60,91,0,400,500,103,998,55153,61,139,3,0,1930,1,1,"IAPS",8.25425e+017
"H",121,0,1,0,1,0,70,NA,1,1,93313,1,700,688,"ND",2,1,2012,0,405,1,2012,0,1,-1,0,0,0,0,0,40117,998,12,47,71,2,200,208,404,6,8099,999999994,3298,108,-99999,-99999,-99999,0,1,1,0,0,5,-99999,4,4,-99999,27,33,32,71,54,71,2199,-99999,2164,29777,1,0,0,0,0,998,5,2,40117,540,75,8,83,1316,2,116,76,0,1,3300,994,997,29777,9996,145,0,98,999999998,998,3,"IAPS",NA
"R",29,6,12,14,13,3,50,NA,11,18,45885,1,444,420,"OH",2,0,-1,0,15,0,-1,0,8,0,0,0,0,24,0,8702,998,9996,96,29,98,999999998,999999998,999999998,998,1283,999999994,3504,119,-99999,5,7,7,5,-99999,1,-99999,0,1,3,-99999,-99999,3,0,95,-99999,-99999,100,3504,-99999,-99999,3679,2,0,2351,0,2351,998,98,96,8702,2351,60,40,100,92,9996,31,19,999999998,998,999999998,998,998,8702,9996,32,0,0,999999997,1,98,"IAPS",8.99739e+017
"H",2,6,2,0,3,1,38,NA,1,8,27051,1,475,451,"DE",2,1,2012,0,2,1,2012,0,1,43000,0,0,0,0,0,300,998,9996,96,9998,1,50,20,50,21,999999996,999999997,1925,63,1,2,2,2,1,1,1,-99999,2,2,37,-99999,-99999,2,50,98,-99999,79,100,1925,-99999,300,-99999,6,0,229,0,2081,998,1,1,300,2121,33,67,20,358,9996,89,34,0,1,300,994,998,999999997,9996,57,5,0,999999997,1,1,"BRANCH",8.77738e+017
"H",241,85,2,0,2,1,55,NA,1,2,54112,0,503,491,"WI",2,0,2012,0,151,0,2012,0,1,-1,0,0,0,0,0,23765,998,16,1,103,4,120,67,250,3,999999996,999999997,17937,82,-99999,3,5,6,1,4,6,-99999,0,0,32,32,74,2,27,97,-99999,95,71,17937,97780,2350,-99999,1,0,0,0,0,997,6,1,23206,0,86,0,100,1864,31,82,101,0,1,2302,78,997,999999997,9996,145,1,0,999999997,1,5,"IAPS",8.94416e+017
"H",36,120,1,0,1,0,47,NA,1,1,29617,2,375,351,"SC",2,1,2011,109406,38,1,2011,109406,12,2500,0,0,0,6,0,154127,998,7,2,54,1,150,150,250,8,6994,999999994,26276,81,-99999,1,1,1,1,1,2,-99999,4,4,11,29,-99999,4,100,85,-99999,81,50,26276,119543,2000,22837,1,0,0,0,0,998,3,3,154127,0,70,10,86,462,28,52,10,0,1,2000,994,998,25439,9996,73,1,0,2149,1,1,"BRANCH",NA
"R",48,6,5,0,1,0,38,NA,1,13,80216,0,445,421,"CO",2,0,-1,189723,79,0,-1,189723,26,0,1.43,0,0,77,0,23359,400,7,96,21,4,113,104,223,13,17126,999999994,3825,46,-99999,-99999,-99999,0,4,4,3,-99999,2,-99999,12,12,32,6,57,81,-99999,90,83,3825,-99999,581,21209,2,0,0,0,0,998,4,1,23359,28486,70,20,100,448,11,41,54,0,30,538,100,997,21209,37,147,3,0,999999997,1,4,"IAPS",8.0403e+017
"R",34,67,1,0,1,0,27,NA,1,14,32792,0,308,296,"FL",2,0,-1,0,33,0,-1,0,1,112200,0.99,1,1,-1,1,13828,400,2,18,9998,2,370,352,370,99,2856,999999994,1323,63,-99999,1,1,1,5,2,3,-99999,2,2,1,1,1,2,25,99,0,80,60,993,-99999,464,-99999,5,2856,5779,5779,6134,997,3,2,6667,2708,31,15,71,828,0,64,49,0,400,500,111,2,5467,25,113,4,0,999999997,30,2,"IAPS",7.88438e+017
"H",216,12,1,0,1,0,52,NA,1,1,60463,0,484,460,"IL",2,0,2011,290803,248,0,2011,290803,1,-1,0,0,1,18,0,702510,60,21,1,107,3,500,590,920,9,8790,999999994,41720,95,-99999,1,1,1,0,2,3,-99999,5,5,38,38,-99999,5,33,57,2,53,91,37928,374651,3218,-99999,1,0,0,0,0,998,6,1,702510,0,93,4,100,2898,35,97,63,0,1,4133,22,998,27760,9996,158,0,0,8790,1,2,"IAPS",NA
"R",3,0,39,8,3,1,58,NA,3,180,62702,0,529,492,"IL",1,0,2011,68118,-1,-1,-1,-1,-1,-1,-1,0,1,-1,0,700,998,3,1,29,1,0,999999996,0,996,999999996,999999996,382,44,1,2,2,2,10,1,1,-99999,1,1,8,18,78,2,33,76,-99999,76,-99999,382,-99999,502,-99999,6,0,0,0,0,998,1,0,700,11342,40,60,14,349,9996,55,45,0,1,700,75,998,999999996,15,89,4,0,999999997,1,1,"MOBILE",8.96497e+017
"R",5,24,3,11,1,0,21,NA,11,12,23228,0,259,234,"VA",2,0,-1,0,2,0,-1,0,1,75000,0.9,1,0,-1,0,1250,998,18,1,9998,3,15,0,47,8,999999996,999999996,469,20,0,2,2,2,1,3,3,-99999,2,5,10,10,10,4,75,86,-99999,103,100,469,-99999,417,927,0,0,0,0,0,998,3,1,1250,0,75,0,100,73,8,18,9994,0,1,417,94,0,999999996,9996,27,3,98,999999998,998,3,"IAPS",8.80144e+017
"R",36,198,1,0,1,0,40,NA,1,1,32277,0,313,301,"FL",2,0,2011,185702,34,0,2011,185702,11,0,0.88,0,0,18,0,43402,998,6,27,11,6,100,135,335,11,33232,999999994,4544,73,-99999,1,1,2,11,3,1,-99999,1,1,0,0,41,2,41,84,27,65,100,4544,-99999,687,38592,9,0,0,0,0,998,7,96,43402,426221,74,24,100,2520,41,71,83,0,400,692,69,0,38592,24,146,3,0,999999997,1,3,"IAPS",NA
"H",88,43,1,0,1,0,54,NA,1,1,35208,0,496,472,"AL",2,0,-1,0,70,0,-1,0,4,0,5.96,1,0,14,7,18251,998,3,2,16,2,360,325,360,71,11534,999999994,4248,60,-99999,1,1,3,34,2,0,-99999,1,5,8,9,44,5,11,70,-99999,81,100,4248,-99999,507,17301,25,2860,7329,4301,46989,998,2,0,18251,43333,22,78,26,662,32,58,42,0,400,475,78,0,17301,59,70,2,0,999999996,120,2,"IAPS",NA
"H",55,55,1,0,1,0,41,NA,1,1,37217,0,482,458,"MI",2,0,2012,0,46,0,2012,0,29,0,0.71,1,1,11,0,230555,998,9996,96,1,4,350,226,1084,3,2458,999999994,25502,74,-99999,0,0,3,0,4,5,-99999,2,16,-99999,-99999,-99999,2,31,84,-99999,85,100,25502,97437,10520,61132,0,0,0,0,0,998,5,96,228555,0,100,0,100,1964,9996,79,9994,0,1,9225,994,998,66055,9996,136,1,0,2458,1,4,"BRANCH",NA
"R",51,18,9,0,1,0,57,289,1,13,63033,0,518,494,"MO",1,0,2012,149453,275,0,2011,72750,1,137900,1.12,1,0,31,1,18635,998,2,38,3,0,999999996,999999996,999999996,996,2239,999999994,5193,54,1,2,5,8,17,-99999,1,-99999,2,4,2,8,27,4,0,56,-99999,-99999,0,5193,-99999,-99999,18635,13,1592,13905,13743,13905,998,96,4,18635,19305,30,65,29,345,2,43,44,999999996,400,999999996,996,998,18635,21,186,4,0,999999996,1,0,"IAPS",8.01074e+017
"R",10,144,1,0,1,0,39,NA,1,1,31315,0,441,429,"NJ",2,0,-1,0,6,0,-1,0,1,-1,0,0,1,-1,2,104833,998,12,1,17,1,40,15,40,8,7977,999999994,12275,85,-99999,-99999,-99999,0,2,2,1,-99999,4,-99999,1,1,-99999,11,14,77,-99999,94,88,12275,-99999,4600,74995,2,27685,27685,27685,27685,998,3,0,98333,34525,92,8,78,1919,9996,81,67,0,400,500,96,997,86933,9996,202,2,0,999999997,1,3,"IAPS",NA
"H",81,153,10,0,1,0,34,326,1,13,76240,0,253,240,"TX",1,0,2012,0,193,0,2012,0,1,0,0,0,1,37,4,139764,400,3,8,24,0,999999996,999999996,999999996,996,2579,999999994,23162,72,-99999,0,2,3,11,-99999,3,-99999,1,11,3,3,32,1,0,87,-99999,-99999,80,23162,53424,-99999,17259,11,14691,15539,15539,22715,1,2,2,132399,51963,58,30,55,2196,29,80,44,1060,400,999999996,996,997,24744,23,126,2,2,3039,400,0,"BRANCH",8.33884e+017
